NO,Y2019-1,Y2019-2,Y2018-1,Y2018-2,Y2018-3,Y2017-1,Y2017-2,Y2017-3,Y2016-1,Y2016-2,Y2016-3,Y2015-1,Y2015-2,Y2015-3,Y2014-1,Y2014-2,Y2014-3,Y2013-1,Y2013-2,Y2013-3,Y2012-1,Y2012-2,Y2012-3,Y2011-1,Y2011-2,Y2011-3,Y2010-1,Y2010-2,Y2010-3
235,tt10318332,tt8956872,tt5397194,tt6690004,tt8026554,tt5988370,tt5489004,tt6433880,tt4645330,tt4526546,tt5470178,tt2184335,tt3689910,tt4561318,tt2544734,tt2960600,tt3668960,tt2123342,tt2338399,tt2965820,tt1959409,tt2066141,tt2403877,tt1874633,tt1737255,tt2102348,tt1757806,tt1540790,tt2321513
236,tt10320050,tt8959820,tt7841496,tt6690176,tt8027322,tt4400994,tt5490310,tt6433886,tt3918774,tt4528454,tt5470448,tt3508840,tt3693878,tt4563294,tt1621046,tt2961890,tt3669462,tt2318527,tt2338708,tt2966280,tt2363219,tt2066176,tt2403880,tt0969332,tt1737256,tt2102465,tt1454523,tt1540803,tt2349630
237,tt10323688,tt8960572,tt6017942,tt6692926,tt8029242,tt1230168,tt5490470,tt6436270,tt4776564,tt4529162,tt5471154,tt1135989,tt3693936,tt4563702,tt1801071,tt2962726,tt3670826,tt1618432,tt2338846,tt2966696,tt1059836,tt2066946,tt2403883,tt1663187,tt1737259,tt2102472,tt1545315,tt1540996,tt2359746
238,tt10324144,tt8962472,tt5303442,tt6696124,tt8031554,tt5044656,tt5492260,tt6437888,tt2249039,tt4530968,tt5472758,tt4057916,tt3695514,tt4563970,tt2059171,tt2962876,tt3671480,tt0762138,tt2338864,tt2966728,tt1836202,tt2066986,tt2403899,tt1773109,tt1737794,tt2103203,tt1244754,tt1541110,tt2433078
239,tt10325070,tt8963708,tt5314190,tt6697640,tt8032912,tt6000478,tt5492502,tt6438840,tt3704298,tt4531694,tt5474114,tt3817188,tt3696192,tt4566574,tt4537362,tt2962932,tt3671552,tt2049511,tt2338874,tt2967286,tt2297164,tt2069100,tt2404027,tt1642665,tt1737798,tt2104115,tt1429313,tt1541699,tt2555422
240,tt10327712,tt8970448,tt4154916,tt6699860,tt8033428,tt5825380,tt5493404,tt6439558,tt3253232,tt4532818,tt5474522,tt4508986,tt3696218,tt4566934,tt2199543,tt2963344,tt3671676,tt0790628,tt2339379,tt2967578,tt1121986,tt2069708,tt2404484,tt1645048,tt1738366,tt2104937,tt1361828,tt1542482,tt2613012
241,tt10327842,tt8972442,tt4971344,tt6701492,tt8033592,tt6515342,tt5495040,tt6441072,tt4700756,tt4536768,tt5474644,tt3859076,tt3697946,tt4567486,tt2796678,tt2963974,tt3671708,tt2572764,tt2340076,tt2968136,tt1854569,tt2069756,tt2404552,tt1535616,tt1738387,tt2106383,tt1450332,tt1542486,tt2653882
242,tt10329842,tt8974368,tt3289724,tt6702308,tt8037650,tt5884234,tt5495726,tt6441120,tt3976144,tt4538016,tt5475002,tt4158624,tt3698118,tt4568268,tt2095649,tt2964120,tt3672618,tt2633826,tt2341308,tt2969050,tt2347497,tt2069798,tt2404645,tt1386492,tt1739176,tt2106411,tt1301990,tt1542840,tt2673126
243,tt10330046,tt8974586,tt6513656,tt6704776,tt8041916,tt4581576,tt5501124,tt6443138,tt3714720,tt4538708,tt5476166,tt3744264,tt3698558,tt4568370,tt2893490,tt2965222,tt3673764,tt2667550,tt2341766,tt2969458,tt2069955,tt2069840,tt2404801,tt1282046,tt1739212,tt2106460,tt1753640,tt1542852,tt2778412
244,tt10334602,tt8975008,tt3319730,tt6704880,tt8041922,tt5580536,tt5502766,tt6444838,tt3424690,tt4539140,tt5477194,tt1226766,tt3699684,tt4569240,tt2403393,tt2965412,tt3673948,tt2004432,tt2341874,tt2969482,tt1653002,tt2069985,tt2404818,tt1727816,tt1740053,tt2106514,tt1509130,tt1543004,tt2800784
245,tt10334624,tt8975028,tt4042818,tt6704974,tt8042324,tt4591840,tt5503688,tt6445236,tt3774114,tt4540434,tt5477566,tt2133196,tt3699692,tt4571838,tt2414822,tt2965446,tt3674026,tt1718898,tt2342287,tt2969506,tt2393829,tt2070597,tt2404980,tt2020110,tt1740091,tt2106575,tt1514041,tt1543037,tt2914020
246,tt10340618,tt8976710,tt7050476,tt6705860,tt8042452,tt2024521,tt5504810,tt6445396,tt2170427,tt4544696,tt5477608,tt4340720,tt3700364,tt4572856,tt1850397,tt2965466,tt3674116,tt2119404,tt2343158,tt2969508,tt2051818,tt2070759,tt2406636,tt1699147,tt1740092,tt2107851,tt0937353,tt1543739,tt2914048
247,tt10341248,tt8976832,tt4743226,tt6707906,tt8043038,tt2776878,tt5508576,tt6445408,tt5133392,tt4545630,tt5478632,tt1519461,tt3700456,tt4572998,tt2474972,tt2965842,tt3674280,tt1922679,tt2343278,tt2969522,tt0851471,tt2070776,tt2407826,tt1814665,tt1740710,tt2108516,tt1691832,tt1543752,tt3216288
248,tt10360782,tt8983180,tt0069049,tt6708044,tt8043092,tt5091612,tt5511970,tt6449336,tt4714782,tt4547056,tt5479700,tt3276924,tt3700804,tt4574440,tt2800038,tt2966694,tt3675236,tt2101307,tt2343371,tt2969656,tt2168910,tt2070803,tt2408040,tt1068961,tt1740826,tt2109087,tt1501652,tt1544590,tt3492076
249,tt10364402,tt8983202,tt0347307,tt6708116,tt8043306,tt4155534,tt5512160,tt6451304,tt4400038,tt4547076,tt5481184,tt1658801,tt3701160,tt4574604,tt2295722,tt2966754,tt3675906,tt2315558,tt2343473,tt2971414,tt1491044,tt2070855,tt2408566,tt2156807,tt1741246,tt2109116,tt1255953,tt1544592,tt3492080
250,tt10370116,tt8983218,tt0360556,tt6710826,tt8045670,tt5390504,tt5513920,tt6452332,tt5487524,tt4547514,tt5481404,tt2349144,tt3702704,tt4575100,tt1274586,tt2967006,tt3676026,tt1486834,tt2343549,tt2971990,tt1988781,tt2070883,tt2408912,tt1422136,tt1741283,tt2109131,tt1647692,tt1544601,tt4561448
251,tt10370402,tt8984634,tt0365545,tt6712374,tt8046636,tt5304464,tt5514632,tt6455992,tt3103166,tt4547938,tt5481984,tt1172049,tt3702720,tt4576560,tt1880313,tt2967008,tt3676322,tt2094018,tt2343585,tt2972044,tt1602472,tt2071445,tt2409642,tt1719071,tt1741542,tt2109146,tt1835948,tt1545985,tt6112220
252,tt10370434,tt8986808,tt0427543,tt6719840,tt8047208,tt4537986,tt5516328,tt6456318,tt5973626,tt4549224,tt5482570,tt3687398,tt3702996,tt4576612,tt1798243,tt2967988,tt3678938,tt1532958,tt2343617,tt2972362,tt1678051,tt2071458,tt2409754,tt1613062,tt1741669,tt2109208,tt1529572,tt1546036,tt6350408
253,tt10370932,tt8988748,tt0862930,tt6720618,tt8050266,tt3739110,tt5517708,tt6456768,tt3113696,tt4550420,tt5483082,tt1365050,tt3703148,tt4577388,tt3442006,tt2969776,tt3681078,tt2012665,tt2343621,tt2972828,tt1433811,tt2071471,tt2410712,tt1545489,tt1741690,tt2111458,tt1340801,tt1546420,tt6644234
254,tt10375682,tt8991322,tt0972544,tt6726070,tt8050610,tt3829920,tt5518168,tt6458726,tt5909128,tt4551314,tt5486170,tt4326646,tt3703750,tt4578084,tt3259320,tt2971790,tt3681414,tt1756873,tt2343707,tt2973516,tt1985017,tt2071491,tt2411024,tt1470846,tt1741694,tt2113091,tt1100051,tt1546649,
255,tt10378798,tt8998738,tt10182822,tt6727296,tt8050672,tt0491175,tt5518756,tt6458952,tt4842282,tt4551318,tt5487052,tt4414438,tt3703836,tt4580112,tt1661820,tt2972482,tt3681440,tt1457765,tt2344508,tt2974644,tt2091473,tt2071500,tt2411516,tt1568337,tt1742023,tt2113646,tt1129396,tt1547631,
256,tt10380266,tt9000302,tt10207850,tt6728096,tt8051738,tt1389072,tt5519340,tt6459382,tt1974419,tt4551882,tt5488854,tt1390411,tt3703866,tt4580280,tt1100089,tt2972766,tt3681442,tt2132374,tt2344672,tt2976172,tt1931466,tt2071613,tt2411908,tt1547230,tt1742330,tt2113735,tt1653911,tt1548559,
257,tt10381126,tt9000388,tt10411954,tt6729000,tt8053258,tt1724970,tt5521594,tt6460276,tt1472584,tt4552700,tt5491920,tt3707106,tt3704050,tt4580794,tt0458413,tt2972982,tt3681448,tt2511670,tt2345567,tt2976864,tt1433822,tt2071648,tt2412338,tt1629376,tt1742335,tt2113742,tt1239290,tt1548629,
258,tt10384108,tt9004516,tt10515340,tt6730898,tt8053302,tt3563262,tt5525846,tt6461514,tt5231916,tt4554036,tt5492906,tt3203606,tt3704416,tt4581026,tt1969062,tt2973132,tt3681454,tt0817545,tt2345721,tt2976920,tt1772422,tt2072134,tt2413134,tt1214962,tt1742682,tt2114410,tt1385633,tt1548635,
259,tt10384744,tt9005662,tt1127881,tt6730970,tt8054150,tt3501112,tt5526536,tt6461526,tt4540710,tt4555674,tt5493370,tt3687310,tt3704854,tt4584814,tt1609479,tt2974502,tt3681460,tt1067765,tt2347134,tt2977158,tt2147225,tt2072145,tt2414212,tt1579232,tt1743233,tt2114415,tt1446208,tt1549571,
260,tt10392792,tt9006968,tt1235187,tt6732748,tt8055888,tt5721088,tt5528282,tt6462084,tt1480285,tt4558040,tt5493498,tt1598642,tt3705388,tt4584862,tt1396523,tt2976176,tt3681464,tt2383068,tt2347144,tt2977654,tt0485985,tt2072227,tt2415904,tt1628055,tt1743334,tt2114417,tt1482989,tt1549584,
261,tt10394822,tt9010900,tt1289403,tt6740154,tt8058904,tt4547194,tt5532370,tt6462462,tt5317914,tt4558396,tt5495258,tt3488328,tt3705412,tt4585660,tt0959306,tt2977090,tt3681488,tt1869716,tt2348394,tt2979572,tt2131698,tt2072979,tt2415946,tt1709654,tt1743375,tt2114510,tt1107319,tt1549779,
262,tt10405902,tt9011130,tt1318517,tt6741368,tt8059382,tt2249081,tt5534434,tt6464290,tt4864932,tt4559006,tt5495270,tt2091935,tt3707396,tt4586114,tt2669336,tt2977110,tt3682192,tt1639826,tt2348478,tt2981768,tt1925431,tt2073016,tt2415964,tt2106519,tt1743724,tt2115388,tt1535495,tt1550524,
263,tt10407272,tt9015188,tt1389098,tt6742252,tt8059654,tt3922818,tt5534436,tt6464360,tt5034474,tt4559046,tt5496926,tt4057376,tt3707514,tt4586136,tt0780548,tt2977672,tt3683398,tt2081194,tt2349142,tt2983564,tt2296404,tt2073058,tt2416822,tt1686865,tt1743922,tt2115426,tt0872230,tt1551620,
264,tt10409590,tt9015746,tt1458902,tt6744044,tt8060408,tt6083388,tt5535522,tt6464678,tt4363250,tt4560008,tt5497458,tt4061010,tt3711622,tt4588050,tt2923780,tt2978426,tt3683458,tt2093270,tt2349212,tt2984648,tt2318405,tt2073086,tt2417540,tt1535429,tt1745672,tt2117825,tt1576402,tt1552173,
265,tt10410520,tt9016016,tt1464763,tt6745824,tt8060604,tt5813366,tt5536736,tt6467436,tt4341582,tt4562260,tt5500148,tt2401097,tt3712088,tt4589628,tt2494280,tt2978626,tt3683702,tt1684233,tt2349460,tt2987732,tt2202471,tt2073137,tt2417550,tt1251743,tt1745863,tt2117979,tt1403988,tt1552184,
266,tt10419266,tt9016974,tt1525916,tt6746304,tt8060624,tt0491203,tt5537514,tt6467500,tt3499096,tt4562262,tt5500416,tt1629242,tt3713030,tt4590482,tt1791528,tt2978814,tt3684370,tt2249179,tt2349952,tt2988272,tt2331066,tt2073520,tt2417560,tt1498569,tt1745868,tt2118659,tt1235189,tt1552984,
267,tt10431500,tt9019352,tt1682886,tt6747224,tt8060640,tt5540992,tt5537686,tt6467738,tt3838992,tt4562518,tt5500468,tt2124787,tt3713944,tt4591226,tt2290739,tt2979322,tt3684484,tt2463512,tt2351098,tt2988328,tt2207006,tt2073672,tt2417562,tt1852904,tt1746242,tt2118669,tt1547089,tt1553935,
268,tt10438658,tt9021092,tt1690967,tt6747420,tt8060652,tt3182620,tt5538118,tt6467968,tt3236976,tt4562728,tt5502816,tt3480796,tt3715122,tt4591732,tt2182972,tt2979336,tt3684490,tt1807944,tt2351310,tt2988700,tt1975249,tt2075121,tt2417568,tt1588334,tt1746624,tt2118689,tt1261862,tt1554426,
269,tt10443252,tt9021234,tt1759744,tt6748466,tt8061070,tt2140507,tt5538704,tt6470762,tt4660172,tt4565400,tt5502946,tt2217859,tt3715854,tt4593108,tt3754976,tt2979366,tt3684498,tt1786751,tt2352230,tt2990702,tt1389096,tt2075341,tt2419544,tt1622961,tt1747967,tt2118727,tt1291549,tt1554522,
270,tt10443808,tt9024378,tt1780790,tt6750884,tt8063826,tt6288650,tt5539052,tt6471054,tt5735280,tt4568328,tt5503824,tt2325977,tt3717016,tt4594834,tt3767246,tt2979432,tt3684980,tt1797487,tt2352394,tt2990738,tt1663631,tt2076176,tt2420018,tt1582271,tt1747994,tt2120057,tt1296898,tt1554523,
271,tt10444252,tt9024986,tt1826956,tt6751106,tt8064262,tt5302150,tt5539054,tt6471264,tt1800302,tt4572682,tt5504168,tt3152000,tt3717192,tt4594906,tt1800351,tt2980472,tt3685218,tt2275471,tt2352488,tt2990836,tt1667310,tt2076220,tt2420176,tt1664664,tt1748018,tt2123174,tt1502714,tt1554970,
272,tt10452466,tt9026184,tt1843303,tt6752992,tt8064342,tt3881784,tt5539284,tt6472742,tt2368619,tt4572984,tt5505188,tt2631186,tt3717324,tt4594936,tt2355495,tt2980708,tt3685680,tt1817276,tt2352802,tt2991008,tt2106741,tt2076223,tt2420824,tt1756851,tt1748051,tt2123190,tt1283887,tt1555024,
273,tt10495746,tt9026524,tt1884378,tt6753132,tt8065772,tt1972591,tt5539466,tt6473838,tt2937696,tt4573136,tt5505264,tt3682770,tt3719158,tt4596248,tt2618368,tt2980794,tt3685756,tt1741243,tt2352892,tt2991092,tt1815708,tt2076268,tt2423504,tt1886493,tt1748113,tt2123294,tt1020558,tt1555149,
274,tt10495912,tt9028218,tt1885325,tt6755366,tt8065796,tt5648036,tt5540194,tt6474626,tt4434004,tt4575930,tt5505316,tt4005402,tt3720382,tt4596408,tt0839742,tt2986122,tt3685836,tt1025102,tt2353767,tt2991224,tt1654829,tt2076372,tt2424028,tt1794943,tt1748172,tt2124046,tt1017451,tt1555747,
275,tt10497826,tt9032888,tt1922544,tt6767852,tt8065870,tt2674358,tt5541132,tt6476532,tt4399594,tt4577344,tt5505334,tt1243974,tt3720724,tt4596784,tt2856896,tt2986768,tt3686130,tt2002718,tt2354157,tt2991296,tt1659343,tt2076799,tt2424752,tt1478964,tt1748207,tt2124096,tt1334260,tt1555832,
276,tt10498810,tt9045008,tt1937340,tt6768558,tt8066076,tt4943322,tt5541240,tt6478538,tt4019560,tt4578118,tt5505722,tt2948840,tt3721070,tt4596814,tt3266724,tt2988020,tt3686226,tt2100575,tt2354181,tt2991516,tt1496422,tt2076850,tt2425618,tt1781775,tt1748224,tt2124186,tt1130964,tt1557769,
277,tt10503934,tt9049540,tt1971310,tt6768578,tt8066574,tt3967856,tt5542802,tt6479178,tt4334266,tt4578160,tt5508592,tt3856124,tt3721072,tt4597454,tt2891174,tt2988490,tt3686242,tt1838603,tt2354215,tt2991532,tt1954352,tt2076862,tt2427968,tt1703125,tt1753460,tt2124829,tt1706414,tt1557843,
278,tt10504752,tt9052870,tt1977094,tt6769280,tt8069134,tt0100275,tt5543600,tt6481002,tt2638144,tt4579914,tt5509142,tt1490785,tt3721256,tt4600312,tt2304953,tt2988852,tt3686270,tt2356860,tt2355346,tt2991896,tt1172587,tt2076871,tt2428544,tt1726669,tt1753476,tt2125630,tt0915463,tt1558256,
279,tt10504928,tt9052936,tt2011311,tt6769326,tt8069436,tt0137204,tt5543604,tt6481478,tt3778010,tt4584718,tt5510934,tt4382872,tt3721630,tt4601064,tt1726592,tt2989660,tt3686272,tt2914838,tt2355462,tt2991934,tt1919137,tt2076897,tt2428580,tt1722484,tt1753649,tt2126336,tt1620719,tt1558578,
280,tt10510654,tt9052960,tt2018069,tt6772418,tt8069862,tt0326716,tt5543678,tt6484954,tt3647498,tt4586626,tt5511546,tt1707380,tt3723788,tt4601102,tt2027136,tt2990816,tt3686278,tt1699755,tt2355771,tt2992146,tt2414370,tt2077677,tt2428612,tt1411664,tt1753673,tt2127335,tt1414378,tt1558741,
281,tt10514532,tt9053416,tt2034176,tt6772946,tt8071308,tt0331314,tt5543746,tt6484982,tt2865120,tt4587366,tt5512872,tt3164256,tt3724898,tt4602818,tt2936180,tt2992096,tt3686878,tt2328813,tt2356180,tt2992152,tt1867093,tt2077716,tt2429086,tt2072164,tt1753733,tt2127353,tt1328913,tt1558856,
282,tt10515086,tt9056192,tt2043993,tt6773126,tt8071688,tt0339736,tt5544224,tt6485666,tt4074928,tt4587780,tt5513098,tt3422078,tt3725026,tt4603080,tt2923316,tt2992524,tt3686942,tt2009606,tt2356464,tt2993434,tt1852040,tt2077721,tt2429638,tt1534786,tt1753753,tt2128540,tt1361313,tt1559033,
283,tt10518924,tt9056824,tt2050452,tt6774126,tt8072078,tt0451201,tt5544384,tt6486630,tt5842624,tt4588874,tt5514296,tt3727202,tt3726704,tt4603150,tt2494384,tt2992894,tt3687126,tt1715336,tt2357263,tt2994904,tt1232200,tt2077772,tt2431934,tt1436568,tt1753773,tt2128599,tt1403177,tt1560139,
284,tt10519182,tt9068100,tt2069797,tt6774212,tt8072400,tt0460890,tt5544662,tt6489100,tt1355631,tt4589186,tt5514846,tt3045616,tt3727690,tt4603640,tt2112277,tt2993406,tt3687186,tt1485761,tt2357461,tt2996228,tt1629757,tt2077833,tt2433190,tt1634136,tt1753792,tt2129860,tt1545759,tt1560618,
285,tt10540024,tt9074574,tt2098669,tt6774420,tt8075192,tt0835802,tt5544754,tt6489160,tt5202654,tt4589516,tt5515374,tt3018070,tt3727982,tt4604496,tt2937898,tt2993698,tt3688018,tt1986769,tt2357489,tt2996804,tt1234719,tt2077908,tt2434800,tt1784670,tt1753811,tt2130161,tt1106860,tt1560720,
286,tt10545040,tt9075612,tt2140629,tt6774588,tt8075202,tt1024855,tt5545254,tt6492158,tt2950418,tt4590092,tt5515670,tt1837636,tt3729994,tt4607906,tt1641841,tt2994636,tt3691706,tt2167202,tt2357866,tt2996932,tt1567609,tt2078523,tt2435076,tt1554091,tt1753865,tt2131626,tt1344337,tt1560776,
287,tt10545470,tt9075778,tt2150177,tt6774786,tt8076266,tt1034385,tt5545984,tt6493286,tt5980232,tt4593196,tt5517438,tt3289728,tt3730510,tt4608574,tt3858372,tt2994646,tt3694988,tt2369041,tt2357926,tt2996950,tt1343727,tt2078552,tt2436328,tt1458915,tt1753887,tt2131644,tt1396221,tt1560954,
288,tt10545484,tt9077528,tt2160105,tt6776106,tt8076344,tt1131724,tt5546540,tt6493472,tt3723780,tt4593236,tt5518128,tt1731701,tt3730518,tt4609676,tt2872724,tt2994788,tt3696086,tt1206543,tt2358412,tt2997004,tt1480656,tt2078586,tt2437648,tt1815799,tt1753908,tt2132405,tt1017464,tt1560970,
289,tt10550884,tt9078972,tt2201211,tt6782276,tt8076418,tt1131728,tt5553210,tt6493644,tt4196848,tt4597598,tt5518902,tt2402101,tt3732950,tt4610308,tt2722786,tt2994948,tt3696126,tt1659216,tt2358444,tt2997426,tt2388755,tt2078599,tt2439190,tt1410198,tt1754003,tt2132476,tt0473102,tt1560976,
290,tt10551118,tt9080630,tt2226440,tt6787076,tt8081638,tt1139592,tt5555824,tt6493648,tt4250566,tt4600778,tt5519250,tt2503954,tt3733098,tt4613272,tt1043726,tt2995992,tt3696210,tt1323973,tt2358592,tt2997896,tt1995260,tt2078626,tt2439946,tt1649780,tt1754078,tt2133191,tt1319716,tt1560993,
291,tt10551420,tt9081558,tt2233979,tt6788622,tt8084510,tt1183352,tt5556068,tt6493974,tt5344794,tt4601292,tt5520618,tt2515034,tt3733618,tt4614560,tt1777595,tt2996684,tt3696800,tt2522934,tt2358891,tt2998364,tt1430615,tt2078733,tt2441806,tt1605803,tt1754104,tt2133220,tt1452628,tt1561479,
292,tt10551450,tt9086910,tt2237324,tt6792282,tt8085616,tt1225856,tt5559528,tt6494052,tt2387589,tt4601504,tt5520970,tt3247714,tt3733678,tt4616292,tt2556874,tt2998118,tt3696808,tt2072933,tt2358913,tt2998526,tt0995845,tt2078768,tt2442466,tt1568139,tt1754123,tt2133300,tt0954947,tt1561768,
293,tt10551608,tt9095526,tt2243900,tt6792478,tt8090628,tt1241317,tt5563862,tt6494542,tt3733774,tt4606498,tt5521250,tt2582502,tt3733778,tt4618398,tt2101570,tt2998196,tt3697270,tt2224004,tt2359002,tt3000284,tt1336608,tt2079503,tt2442662,tt1839596,tt1754202,tt2133312,tt0968264,tt1562859,
294,tt10556036,tt9096148,tt2268018,tt6793580,tt8092252,tt1291566,tt5565200,tt6495714,tt3658772,tt4606770,tt5521550,tt4742670,tt3734678,tt4619908,tt2290567,tt3001638,tt3697566,tt1894476,tt2359121,tt3002578,tt0763831,tt2081167,tt2443734,tt1680139,tt1754212,tt2134193,tt1023114,tt1563655,
295,tt10579992,tt9097694,tt2281442,tt6796028,tt8092932,tt1338635,tt5565254,tt6496236,tt2513074,tt4607228,tt5521666,tt4668834,tt3735246,tt4619940,tt2345737,tt3003800,tt3697626,tt2553908,tt2359473,tt3003470,tt1545106,tt2081178,tt2445236,tt1535970,tt1754314,tt2136809,tt0817177,tt1563704,
296,tt10581102,tt9099938,tt2315596,tt6797218,tt8093952,tt1380151,tt5566714,tt6496688,tt2364897,tt4607748,tt5521710,tt3719896,tt3735332,tt4620316,tt3036740,tt3004492,tt3697954,tt2072220,tt2359810,tt3003668,tt0337692,tt2081266,tt2446746,tt1285241,tt1754320,tt2137064,tt1247667,tt1564771,
297,tt10585038,tt9100028,tt2316479,tt6797946,tt8094272,tt1386691,tt5569344,tt6497898,tt5843056,tt4612304,tt5522892,tt2933474,tt3735398,tt4621470,tt1640718,tt3004572,tt3698408,tt1893256,tt2361022,tt3003758,tt0829176,tt2081311,tt2447810,tt1646980,tt1754334,tt2139855,tt1210039,tt1564916,
298,tt10589914,tt9104664,tt2368254,tt6802950,tt8094320,tt1454700,tt5571724,tt6502580,tt1712192,tt4613254,tt5523004,tt1018765,tt3735554,tt4622340,tt2968804,tt3004746,tt3700038,tt2304771,tt2361110,tt3003996,tt1520498,tt2081435,tt2449180,tt1536410,tt1754392,tt2142055,tt1196340,tt1565958,
299,tt10592082,tt9104710,tt2372251,tt6807256,tt8095860,tt1492705,tt5572232,tt6505968,tt3082898,tt4614654,tt5523174,tt2358925,tt3735602,tt4624138,tt2515030,tt3004774,tt3700338,tt2333804,tt2361148,tt3004278,tt1829012,tt2081437,tt2450520,tt1235841,tt1754438,tt2144938,tt1369706,tt1566001,
300,tt10592506,tt9105014,tt2377752,tt6807324,tt8096558,tt1507571,tt5575258,tt6506146,tt1655461,tt4614940,tt5523516,tt3332064,tt3735810,tt4625752,tt2398231,tt3005486,tt3700454,tt2664094,tt2361846,tt3004788,tt1230215,tt2082193,tt2452800,tt1529559,tt1754478,tt2145803,tt1365483,tt1566550,
301,tt10602172,tt9105628,tt2386237,tt6808064,tt8098546,tt1536537,tt5576318,tt6509862,tt3381008,tt4621398,tt5523544,tt2140037,tt3737650,tt4627104,tt2326574,tt3006814,tt3700594,tt1977755,tt2362036,tt3005920,tt2104985,tt2082197,tt2455368,tt1640548,tt1754589,tt2147199,tt1172991,tt1566948,
302,tt10604464,tt9109794,tt2388771,tt6809094,tt8098548,tt1544608,tt5577742,tt6510634,tt4939066,tt4621630,tt5525360,tt2231253,tt3737988,tt4627694,tt1596345,tt3006826,tt3700852,tt1441395,tt2362320,tt3006156,tt1507563,tt2082221,tt2455404,tt0905372,tt1754629,tt2147758,tt1434435,tt1567127,
303,tt10608842,tt9110380,tt2392748,tt6818140,tt8098636,tt1553659,tt5578150,tt6510954,tt4651410,tt4621872,tt5526028,tt3450900,tt3739130,tt4628812,tt2584018,tt3007302,tt3704538,tt2612762,tt2362778,tt3006508,tt1132449,tt2082280,tt2455730,tt1416801,tt1754648,tt2150139,tt1233192,tt1567128,
304,tt10622790,tt9110902,tt2404639,tt6820184,tt8105846,tt1633217,tt5579356,tt6511676,tt2436682,tt4623812,tt5526660,tt4075322,tt3740048,tt4629032,tt2172584,tt3009070,tt3705026,tt2856930,tt2363115,tt3006576,tt1132285,tt2082410,tt2455798,tt1046171,tt1754787,tt2150209,tt0780653,tt1567130,
305,tt10623524,tt9112776,tt2445568,tt6821012,tt8106708,tt1640605,tt5579982,tt6512784,tt4327752,tt4623856,tt5527316,tt1137470,tt3740778,tt4629746,tt2935564,tt3010660,tt3705306,tt2319580,tt2363178,tt3008014,tt2071441,tt2082415,tt2456536,tt1436559,tt1754795,tt2153364,tt1194417,tt1567312,
306,tt10627720,tt9113332,tt2463842,tt6824598,tt8107464,tt1653665,tt5580252,tt6513406,tt5470222,tt4623902,tt5528278,tt2302966,tt3741316,tt4630444,tt3179568,tt3011934,tt3705672,tt1426329,tt2363181,tt3008034,tt1946347,tt2082417,tt2456720,tt1462041,tt1754838,tt2153891,tt0775489,tt1568323,
307,tt10643938,tt9116358,tt2490148,tt6826438,tt8107882,tt1667321,tt5580602,tt6514010,tt3553442,tt4624258,tt5528996,tt3576728,tt3742284,tt4635372,tt2376218,tt3012528,tt3708528,tt1911662,tt2363213,tt3008816,tt2113822,tt2083294,tt2457366,tt1486193,tt1754912,tt2155319,tt1220888,tt1568332,
308,tt10648440,tt9120416,tt2530316,tt6829180,tt8108034,tt1674768,tt5584140,tt6514342,tt2387499,tt4625334,tt5529392,tt1976009,tt3742300,tt4635548,tt1686821,tt3013018,tt3709344,tt2210834,tt2363435,tt3009410,tt1656186,tt2083379,tt2457548,tt1714209,tt1754920,tt2156785,tt1185416,tt1568798,
309,tt10651188,tt9121954,tt2534642,tt6832138,tt8108168,tt1691924,tt5584176,tt6515050,tt3960412,tt4625516,tt5531032,tt1014763,tt3742378,tt4636000,tt2952602,tt3013386,tt3709678,tt2345112,tt2363449,tt3010656,tt1308729,tt2083931,tt2458040,tt1446072,tt1754944,tt2160163,tt0446029,tt1568802,
310,tt10656188,tt9129166,tt2548396,tt6832388,tt8108202,tt1698655,tt5584732,tt6515420,tt4680182,tt4626970,tt5531346,tt2493486,tt3743384,tt4636022,tt2652092,tt3013588,tt3710944,tt2218003,tt2363461,tt3012194,tt1217213,tt2083995,tt2458314,tt1869721,tt1754946,tt2160413,tt1423995,tt1568815,
311,tt10656240,tt9130810,tt2570500,tt6835498,tt8108230,tt1699518,tt5584756,tt6515470,tt1212428,tt4627224,tt5531536,tt2717822,tt3746298,tt4636042,tt1085492,tt3013602,tt3711164,tt2344678,tt2363564,tt3012818,tt1374992,tt2084827,tt2458582,tt1270262,tt1756384,tt2160437,tt1426328,tt1568816,
312,tt10658960,tt9131946,tt2606314,tt6835804,tt8108278,tt1720621,tt5584782,tt6516590,tt2782844,tt4627352,tt5533664,tt0337926,tt3746700,tt4636046,tt1976000,tt3017412,tt3711466,tt3074732,tt2363870,tt3012826,tt2321517,tt2084913,tt2458596,tt0466893,tt1756427,tt2165959,tt0914863,tt1568863,
313,tt10659288,tt9135800,tt2619512,tt6838702,tt8110966,tt1727497,tt5584796,tt6517874,tt1002563,tt4628826,tt5533990,tt0420293,tt3748048,tt4636064,tt1742334,tt3018374,tt3714804,tt2171867,tt2364006,tt3013126,tt0249516,tt2084934,tt2459022,tt1545677,tt1756476,tt2167895,tt1053424,tt1569488,
314,tt10671436,tt9143636,tt2639336,tt6841812,tt8111130,tt1734493,tt5585946,tt6518634,tt1374989,tt4628882,tt5534122,tt0462335,tt3748718,tt4636068,tt1403241,tt3019620,tt3715300,tt2611626,tt2364659,tt3013528,tt0285252,tt2084977,tt2459282,tt1448755,tt1756595,tt2170327,tt1236250,tt1569498,
