NO,Y2019-1,Y2019-2,Y2018-1,Y2018-2,Y2018-3,Y2017-1,Y2017-2,Y2017-3,Y2016-1,Y2016-2,Y2016-3,Y2015-1,Y2015-2,Y2015-3,Y2014-1,Y2014-2,Y2014-3,Y2013-1,Y2013-2,Y2013-3,Y2012-1,Y2012-2,Y2012-3,Y2011-1,Y2011-2,Y2011-3,Y2010-1,Y2010-2,Y2010-3
782,tt7534102,,tt5770836,tt7469204,tt9036926,tt4624204,tt6033536,tt7197544,tt3655414,tt5082662,tt6016012,tt3159412,tt4173442,tt5158168,tt2401181,tt3378000,tt4295566,tt2099633,tt2627146,,tt1838544,tt2245544,,tt1614979,tt1890546,,tt1381407,tt1675197,
783,tt7548732,,tt5771010,tt7470414,tt9044128,tt4624724,tt6034550,tt7202976,tt3655682,tt5083736,tt6016710,tt3159708,tt4173478,tt5159422,tt2402194,tt3379456,tt4299406,tt2100573,tt2628316,,tt1838588,tt2245756,,tt1614989,tt1891757,,tt1381413,tt1675758,
784,tt7549776,,tt5774450,tt7471884,tt9047474,tt4625324,tt6034966,tt7203412,tt3655972,tt5084196,tt6017594,tt3163224,tt4173494,tt5159734,tt2402579,tt3380264,tt4304408,tt2100632,tt2629322,,tt1838601,tt2245990,,tt1615075,tt1891769,,tt1381505,tt1676680,
785,tt7549996,,tt5779372,tt7473032,tt9053906,tt4631100,tt6038168,tt7204006,tt3663020,tt5084204,tt6018036,tt3163336,tt4174526,tt5165936,tt2402619,tt3382148,tt4304418,tt2101507,tt2630028,,tt1839454,tt2246376,,tt1615480,tt1891885,,tt1382720,tt1676681,
786,tt7552686,,tt5783476,tt7473036,tt9055926,tt4633690,tt6039372,tt7205208,tt3663564,tt5086198,tt6021902,tt3165178,tt4175888,tt5167168,tt2402751,tt3382842,tt4305562,tt2102502,tt2630096,,tt1839654,tt2246595,,tt1616096,tt1891905,,tt1382725,tt1677561,
787,tt7554632,,tt5783956,tt7474512,tt9058902,tt4651666,tt6040662,tt7206474,tt3665704,tt5086772,tt6023790,tt3165612,tt4176556,tt5169582,tt2402985,tt3383420,tt4305752,tt2103166,tt2630134,,tt1840911,tt2246837,,tt1616108,tt1891942,,tt1383251,tt1677695,
788,tt7555072,,tt5789976,tt7474996,tt9060866,tt4652380,tt6041362,tt7207156,tt3665760,tt5086776,tt6023800,tt3165630,tt4176764,tt5172306,tt2403415,tt3384870,tt4305766,tt2104837,tt2630300,,tt1841504,tt2246907,,tt1617636,tt1895466,,tt1384591,tt1678040,
789,tt7557108,,tt5791098,tt7475832,tt9062342,tt4652650,tt6042062,tt7207398,tt3666024,tt5087548,tt6024364,tt3165636,tt4176776,tt5177824,tt2404299,tt3384904,tt4306300,tt2106440,tt2630310,,tt1842347,tt2246909,,tt1618368,tt1895486,,tt1384961,tt1678044,
790,tt7558302,,tt5793200,tt7476116,tt9063106,tt4653492,tt6042392,tt7207478,tt3666492,tt5088378,tt6024768,tt3168926,tt4176826,tt5178278,tt2404385,tt3389236,tt4306526,tt2106537,tt2630880,,tt1842356,tt2246953,,tt1618430,tt1895545,,tt1386683,tt1679332,
791,tt7581552,,tt5815078,tt7476438,tt9063684,tt4653808,tt6042446,tt7208648,tt3667792,tt5088794,tt6026014,tt3168940,tt4176964,tt5178660,tt2404583,tt3390572,tt4306694,tt2108629,tt2631098,,tt1843202,tt2247101,,tt1618447,tt1896753,,tt1386925,tt1679583,
792,tt7584702,,tt5822154,tt7476810,tt9066502,tt4653818,tt6044156,tt7213936,tt3671086,tt5089786,tt6027478,tt3169770,tt4177040,tt5179252,tt2404593,tt3393070,tt4306702,tt2110388,tt2632308,,tt1843287,tt2247129,,tt1619277,tt1896788,,tt1386932,tt1679595,
793,tt7587282,,tt5827590,tt7476946,tt9076570,tt4654016,tt6045466,tt7215548,tt3675606,tt5091538,tt6027782,tt3169832,tt4179040,tt5180478,tt2409300,tt3393164,tt4310728,tt2111392,tt2633110,,tt1843333,tt2248028,,tt1619281,tt1897941,,tt1388391,tt1679641,
794,tt7587984,,tt5829104,tt7477068,tt9078014,tt4654472,tt6046212,tt7216256,tt3677840,tt5093754,tt6029122,tt3170900,tt4180576,tt5180856,tt2409812,tt3393372,tt4311466,tt2112124,tt2633114,,tt1843840,tt2248068,,tt1619622,tt1897949,,tt1388903,tt1679681,
795,tt7590074,,tt5834362,tt7477108,tt9078374,tt4656810,tt6046754,tt7217028,tt3679060,tt5093990,tt6029714,tt3171176,tt4183448,tt5182526,tt2409818,tt3394420,tt4312536,tt2112136,tt2633598,,tt1844025,tt2248765,,tt1620444,tt1899100,,tt1390397,tt1680019,
796,tt7594584,,tt5834760,tt7477310,tt9081300,tt4662396,tt6047482,tt7217962,tt3682546,tt5095208,tt6034940,tt3175480,tt4184744,tt5185042,tt2412568,tt3394564,tt4313646,tt2112206,tt2634384,,tt1844036,tt2248835,,tt1621014,tt1899117,,tt1390403,tt1680095,
797,tt7595276,,tt5836706,tt7478160,tt9081472,tt4662420,tt6047974,tt7218732,tt3684500,tt5095770,tt6035470,tt3176980,tt4184878,tt5186582,tt2414040,tt3394758,tt4313972,tt2112331,tt2634394,,tt1844203,tt2248944,,tt1621426,tt1899331,,tt1390415,tt1680096,
798,tt7596220,,tt5837976,tt7479902,tt9081562,tt4663284,tt6048930,tt7221634,tt3685586,tt5096400,tt6039294,tt3181776,tt4185364,tt5190944,tt2414196,tt3395184,tt4314832,tt2113075,tt2634414,,tt1844643,tt2249167,,tt1621446,tt1900817,,tt1390424,tt1680099,
799,tt7598076,,tt5841344,tt7482212,tt9081572,tt4669278,tt6053438,tt7221896,tt3685668,tt5096536,tt6040012,tt3185602,tt4185862,tt5190950,tt2417854,tt3395608,tt4319112,tt2113681,tt2634824,,tt1844735,tt2249207,,tt1621994,tt1900856,,tt1390533,tt1680106,
800,tt7600382,,tt5842616,tt7482302,tt9081774,tt4673790,tt6053440,tt7221950,tt3686256,tt5096628,tt6041312,tt3187094,tt4188436,tt5190958,tt2417970,tt3396654,tt4320236,tt2113792,tt2635006,,tt1844763,tt2249542,,tt1623280,tt1900893,,tt1390840,tt1680136,
801,tt7603636,,tt5843780,tt7483318,tt9084890,tt4675370,tt6054058,tt7222296,tt3687118,tt5096726,tt6041344,tt3188682,tt4191054,tt5199156,tt2419354,tt3396842,tt4320900,tt2113809,tt2635622,,tt1844770,tt2249712,,tt1623660,tt1901033,,tt1391034,tt1680306,
802,tt7605702,,tt5844488,tt7483340,tt9089294,tt4675986,tt6054650,tt7222304,tt3687316,tt5097398,tt6041458,tt3190138,tt4192656,tt5199588,tt2419986,tt3398052,tt4321682,tt2113820,tt2636124,,tt1845283,tt2249824,,tt1623745,tt1904875,,tt1391142,tt1682178,
803,tt7612032,,tt5846644,tt7485508,tt9094002,tt4678184,tt6054874,tt7222552,tt3687898,tt5098128,tt6043942,tt3194590,tt4192740,tt5200814,tt2420756,tt3398268,tt4327184,tt2115325,tt2636364,,tt1845796,tt2250224,,tt1623759,tt1904899,,tt1391143,tt1682949,
804,tt7615052,,tt5847768,tt7485602,tt9105508,tt4681454,tt6055082,tt7222976,tt3689590,tt5099660,tt6044414,tt3194622,tt4192896,tt5201424,tt2421230,tt3398868,tt4327978,tt2118775,tt2636488,,tt1845846,tt2250282,,tt1623765,tt1905071,,tt1391481,tt1683040,
805,tt7616148,,tt5848640,tt7486356,tt9109306,tt4682788,tt6057032,tt7223050,tt3692652,tt5100046,tt6045752,tt3196830,tt4193400,tt5201934,tt2421868,tt3399032,tt4329098,tt2120025,tt2637012,,tt1846472,tt2251251,,tt1623772,tt1906386,,tt1392744,tt1683042,
806,tt7616754,,tt5848986,tt7489740,tt9118870,tt4685428,tt6058394,tt7224496,tt3699372,tt5105666,tt6045852,tt3197766,tt4194108,tt5202322,tt2425466,tt3399054,tt4330370,tt2121250,tt2637580,,tt1846479,tt2251275,,tt1624996,tt1906398,,tt1393020,tt1683046,
807,tt7618604,,tt5850176,tt7489816,tt9120936,tt4685636,tt6059074,tt7227742,tt3699572,tt5106390,tt6046994,tt3197802,tt4195278,tt5207116,tt2428170,tt3399462,tt4355730,tt2121304,tt2637978,,tt1846487,tt2251481,,tt1625150,tt1906426,,tt1394211,tt1683413,
808,tt7620554,,tt5851680,tt7489844,tt9121650,tt4686108,tt6060156,tt7228134,tt3701714,tt5106400,tt6047120,tt3199006,tt4195368,tt5207166,tt2433148,tt3399916,tt4359268,tt2121839,tt2637994,,tt1846492,tt2251488,,tt1625155,tt1906440,,tt1395054,tt1683466,
809,tt7624840,,tt5855164,tt7491128,tt9124428,tt4686844,tt6061558,tt7229666,tt3701862,tt5108168,tt6047852,tt3201654,tt4195920,tt5210324,tt2435286,tt3400286,tt4370358,tt2122283,tt2638096,,tt1846612,tt2251552,,tt1625856,tt1906446,,tt1396208,tt1683970,
810,tt7639372,,tt5855772,tt7491144,tt9125746,tt4687410,tt6063024,tt7229730,tt3702652,tt5108476,tt6048582,tt3201722,tt4196010,tt5212256,tt2435458,tt3400872,tt4370382,tt2122424,tt2638104,,tt1846985,tt2251662,,tt1626135,tt1907761,,tt1396219,tt1683981,
811,tt7643622,,tt5859352,tt7491968,tt9128686,tt4688446,tt6063866,tt7230148,tt3702758,tt5108912,tt6048828,tt3202202,tt4197480,tt5214394,tt2437548,tt3400980,tt4373906,tt2124959,tt2640444,,tt1847548,tt2252444,,tt1626139,tt1908514,,tt1397176,tt1684868,
812,tt7645122,,tt5859882,tt7493808,tt9129734,tt4693358,tt6066280,tt7230476,tt3703908,tt5112054,tt6048936,tt3202708,tt4198034,tt5214690,tt2441174,tt3402110,tt4378690,tt2126311,tt2640674,,tt1847615,tt2253038,,tt1626606,tt1909270,,tt1398028,tt1684892,
813,tt7653254,,tt5862902,tt7493818,tt9129808,tt4694544,tt6068978,tt7232438,tt3704700,tt5112348,tt6054758,tt3202940,tt4198186,tt5216606,tt2442502,tt3402232,tt4399812,tt2128452,tt2642020,,tt1847616,tt2253939,,tt1627924,tt1909796,,tt1398029,tt1684913,
814,tt7657364,,tt5863566,tt7497366,tt9130246,tt4695098,tt6069126,tt7232860,tt3707104,tt5112622,tt6056530,tt3203954,tt4200804,tt5216674,tt2442670,tt3402880,tt4408178,tt2128679,tt2642442,,tt1847629,tt2253947,,tt1628039,tt1909807,,tt1398428,tt1684935,
815,tt7657746,,tt5866442,tt7500618,tt9135772,tt4697228,tt6069264,tt7233012,tt3707284,tt5113028,tt6056644,tt3205714,tt4201004,tt5217644,tt2446318,tt3403776,tt4416878,tt2129887,tt2643308,,tt1847680,tt2255735,,tt1628043,tt1910498,,tt1398999,tt1686053,
816,tt7661028,,tt5867226,tt7502234,tt9139412,tt4701906,tt6069668,tt7236640,tt3708886,tt5113086,tt6060960,tt3210282,tt4202506,tt5225580,tt2447338,tt3404234,tt4418120,tt2130136,tt2643394,,tt1848871,tt2255934,,tt1629374,tt1911600,,tt1399655,tt1686063,
817,tt7664096,,tt5872472,tt7504214,tt9141128,tt4702752,tt6071084,tt7243006,tt3709442,tt5114982,tt6066538,tt3210710,tt4205128,tt5226380,tt2448880,tt3404246,tt4438688,tt2132301,tt2644178,,tt1848975,tt2256514,,tt1629439,tt1911606,,tt1399677,tt1686312,
818,tt7666724,,tt5874752,tt7509020,tt9144672,tt4703048,tt6074358,tt7243686,tt3716530,tt5114984,tt6067462,tt3211400,tt4205320,tt5226844,tt2452200,tt3405714,tt4443924,tt2133234,tt2644714,,tt1849111,tt2256677,,tt1629443,tt1911607,,tt1400335,tt1686313,
819,tt7670212,,tt5879216,tt7510220,tt9149786,tt4705740,tt6074486,tt7243750,tt3717088,tt5114988,tt6068960,tt3212408,tt4205954,tt5227020,tt2452254,tt3406888,tt4456036,tt2133302,tt2644800,,tt1849718,tt2256749,,tt1629705,tt1912398,,tt1401143,tt1686330,
820,tt7671064,,tt5881528,tt7510798,tt9149982,tt4708300,tt6075764,tt7245176,tt3717316,tt5115004,tt6069442,tt3212904,tt4207094,tt5227660,tt2452470,tt3407208,tt4474302,tt2137359,tt2645044,,tt1849810,tt2256811,,tt1629736,tt1912993,,tt1401607,tt1687241,
821,tt7682382,,tt5884434,tt7511368,tt9154566,tt4712516,tt6076226,tt7249854,tt3719434,tt5115024,tt6072662,tt3213684,tt4208506,tt5231116,tt2457080,tt3407316,tt4487240,tt2139725,tt2645092,,tt1849856,tt2256858,,tt1629762,tt1913002,,tt1401631,tt1688068,
822,tt7689310,,tt5884834,tt7512276,tt9159056,tt4712754,tt6078532,tt7249874,tt3720468,tt5115546,tt6074024,tt3215168,tt4208868,tt5233554,tt2458786,tt3407428,tt4498818,tt2140039,tt2645130,,tt1850394,tt2257436,,tt1629766,tt1913042,,tt1401643,tt1688070,
823,tt7692434,,tt5885106,tt7512624,tt9165634,tt4714454,tt6078840,tt7250358,tt3721462,tt5116248,tt6074202,tt3216086,tt4209590,tt5234428,tt2458988,tt3409392,tt4505116,tt2140113,tt2645142,,tt1850418,tt2258239,,tt1630027,tt1915533,,tt1401668,tt1690470,
824,tt7703070,,tt5886388,tt7517054,tt9169974,tt4717402,tt6078842,tt7251666,tt3721924,tt5116644,tt6075366,tt3217994,tt4210992,tt5237816,tt2459156,tt3411420,tt4510896,tt2140381,tt2645164,,tt1850419,tt2258281,,tt1630061,tt1916708,,tt1401669,tt1690545,
825,tt7707108,,tt5887650,tt7520532,tt9174006,tt4717644,tt6079186,tt7252000,tt3721936,tt5119048,tt6076366,tt3218094,tt4213758,tt5241380,tt2460422,tt3411556,tt4546126,tt2140429,tt2645670,,tt1851006,tt2258337,,tt1630282,tt1918921,,tt1401672,tt1691016,
826,tt7710160,,tt5890460,tt7520980,tt9174334,tt4720596,tt6079702,tt7256854,tt3721954,tt5119108,tt6082222,tt3219194,tt4213764,tt5245630,tt2461126,tt3412964,tt4553434,tt2140577,tt2646378,,tt1852097,tt2258399,,tt1630562,tt1918924,,tt1403047,tt1691323,
827,tt7711764,,tt5891150,tt7521856,tt9174388,tt4720702,tt6080746,tt7257586,tt3723848,tt5120400,tt6082818,tt3220192,tt4214024,tt5246928,tt2461132,tt3413018,tt4558370,tt2141761,tt2646534,,tt1852154,tt2258465,,tt1630564,tt1918927,,tt1403144,tt1692189,
828,tt7714770,,tt5896568,tt7521990,tt9174410,tt4721404,tt6080914,tt7259100,tt3726012,tt5120640,tt6085308,tt3220528,tt4215810,tt5257730,tt2461262,tt3413692,tt4563070,tt2141777,tt2648034,,tt1852770,tt2258545,,tt1630637,tt1918965,,tt1403210,tt1692190,
829,tt7715070,,tt5903358,tt7523010,tt9174800,tt4723718,tt6082614,tt7259986,tt3731176,tt5122092,tt6085482,tt3220890,tt4215828,tt5263324,tt2463154,tt3413772,tt4578920,tt2144007,tt2649152,,tt1852947,tt2258565,,tt1631365,tt1918969,,tt1403846,tt1692301,
830,tt7715270,,tt5903926,tt7523180,tt9177988,tt4727128,tt6084472,tt7260048,tt3731564,tt5122374,tt6085872,tt3222852,tt4216908,tt5265702,tt2463288,tt3414954,tt4594050,tt2145637,tt2649680,,tt1853548,tt2258591,,tt1631707,tt1920860,,tt1403987,tt1692504,
831,tt7718114,,tt5904182,tt7525778,tt9203168,tt4729426,tt6084676,tt7262052,tt3733606,tt5123866,tt6087086,tt3223302,tt4216934,tt5266218,tt2463692,tt3415554,tt4621100,tt2147303,tt2649718,,tt1853555,tt2258713,,tt1632722,tt1920861,,tt1404830,tt1692957,
832,tt7718636,,tt5906562,tt7525936,tt9204408,tt4729790,tt6086080,tt7262206,tt3734354,tt5124082,tt6088634,tt3227442,tt4219130,tt5268558,tt2465540,tt3416200,tt4625196,tt2147459,tt2650414,,tt1853643,tt2258858,,tt1632728,tt1920862,,tt1405807,tt1693830,
833,tt7719976,,tt5909334,tt7526836,tt9206798,tt4729896,tt6086718,tt7262820,tt3737944,tt5125616,tt6090588,tt3231390,tt4219894,tt5268648,tt2469760,tt3417470,tt4653310,tt2147728,tt2650642,,tt1854236,tt2259360,,tt1634121,tt1920925,,tt1405810,tt1694019,
834,tt7721800,,tt5918734,tt7527082,tt9213244,tt4731132,tt6087058,tt7264080,tt3741150,tt5125930,tt6091936,tt3231734,tt4221602,tt5269560,tt2473750,tt3417756,tt4673872,tt2150369,tt2650718,,tt1854513,tt2260720,,tt1634141,tt1920980,,tt1406166,tt1694518,
835,tt7721946,,tt5924852,tt7527538,tt9221238,tt4731148,tt6087426,tt7264116,tt3743042,tt5126654,tt6094760,tt3233418,tt4222028,tt5271432,tt2473794,tt3419894,tt4701426,tt2150511,tt2650954,,tt1854522,tt2261439,,tt1635657,tt1920984,,tt1407049,tt1694561,
836,tt7725626,,tt5926990,tt7527694,tt9225192,tt4733620,tt6087562,tt7268732,tt3748440,tt5126792,tt6095722,tt3236120,tt4223366,tt5273834,tt2474310,tt3420108,tt4719236,tt2151915,tt2650986,,tt1854535,tt2261542,,tt1635659,tt1921019,,tt1407055,tt1695409,
837,tt7735508,,tt5929754,tt7528086,tt9226154,tt4736486,tt6088456,tt7272242,tt3748540,tt5127192,tt6096128,tt3237942,tt4223932,tt5275764,tt2476096,tt3420534,tt4773112,tt2155391,tt2651054,,tt1854582,tt2261700,,tt1636539,tt1921043,,tt1407061,tt1695800,
838,tt7736212,,tt5932800,tt7529650,tt9227182,tt4738174,tt6094944,tt7273648,tt3753432,tt5127300,tt6096528,tt3242418,tt4224478,tt5277266,tt2476726,tt3420848,tt4809238,tt2157045,tt2651916,,tt1855236,tt2261719,,tt1636844,tt1922559,,tt1407085,tt1695990,
839,tt7736478,,tt5933840,tt7530986,tt9231140,tt4738802,tt6094992,tt7275352,tt3756046,tt5127398,tt6096958,tt3244446,tt4226388,tt5277828,tt2477930,tt3421036,tt4865332,tt2158455,tt2652476,,tt1856014,tt2261891,,tt1638328,tt1922561,,tt1407972,tt1696198,
840,tt7737656,,tt5935704,tt7531138,tt9248740,tt4741768,tt6095004,tt7277680,tt3758334,tt5128712,tt6098416,tt3245848,tt4226970,tt5278832,tt2480454,tt3421246,tt4892962,tt2164468,tt2653262,,tt1856047,tt2262126,,tt1638350,tt1922569,,tt1408062,tt1697986,
841,tt7737734,,tt5936492,tt7531990,tt9253188,tt4746102,tt6095090,tt7279180,tt3758564,tt5128826,tt6099760,tt3246840,tt4227204,tt5284414,tt2481276,tt3421514,tt4937514,tt2165236,tt2653264,,tt1856053,tt2262183,,tt1639427,tt1922604,,tt1409004,tt1698566,
842,tt7738048,,tt5936582,tt7533422,tt9261284,tt4746216,tt6095616,tt7279296,tt3759370,tt5129156,tt6103292,tt3247286,tt4228294,tt5285050,tt2481480,tt3421616,tt5162476,tt2165743,tt2653804,,tt1857797,tt2262189,,tt1640116,tt1922645,,tt1409734,tt1698656,
843,tt7757688,,tt5936866,tt7533756,tt9266104,tt4758646,tt6095808,tt7281126,tt3766040,tt5129510,tt6103962,tt3248600,tt4228816,tt5290414,tt2481496,tt3421738,tt5334704,tt2165859,tt2654428,,tt1857842,tt2262343,,tt1640486,tt1922675,,tt1410020,tt1699180,
844,tt7759300,,tt5938084,tt7533956,tt9266608,tt4762592,tt6095994,tt7281472,tt3771510,tt5129674,tt6104058,tt3250032,tt4229298,tt5290566,tt2481554,tt3422606,tt5658714,tt2166500,tt2654480,,tt1858522,tt2262952,,tt1640570,tt1922699,,tt1410209,tt1699223,
845,tt7760890,,tt5942864,tt7534054,tt9270416,tt4762758,tt6096194,tt7282952,tt3771536,tt5129682,tt6106494,tt3251306,tt4229432,tt5290794,tt2483208,tt3424652,tt5714216,tt2166616,tt2654738,,tt1858538,tt2264082,,tt1640711,tt1922721,,tt1410295,tt1699479,
846,tt7766166,,tt5946668,tt7534068,tt9274824,tt4765610,tt6096500,tt7283052,tt3771792,tt5131906,tt6107412,tt3252594,tt4231508,tt5290882,tt2484530,tt3424758,tt5837152,tt2166880,tt2655788,,tt1859558,tt2265191,,tt1641253,tt1922733,,tt1410297,tt1699511,
847,tt7767336,,tt5952138,tt7534096,tt9278074,tt4765862,tt6096884,tt7283066,tt3774802,tt5131914,tt6107630,tt3252998,tt4232610,tt5293858,tt2486090,tt3424914,tt5872692,tt2167266,tt2655938,,tt1859573,tt2265381,,tt1641385,tt1922736,,tt1411232,tt1700489,
848,tt7771454,,tt5959980,tt7534150,tt9279362,tt4765870,tt6097278,tt7284066,tt3774866,tt5132448,tt6114940,tt3254570,tt4234740,tt5295664,tt2486678,tt3425034,tt6075718,tt2167715,tt2657152,,tt1859603,tt2265539,,tt1641388,tt1924256,,tt1411236,tt1701993,
849,tt7773340,,tt5960374,tt7534314,tt9282616,tt4773438,tt6097798,tt7285772,tt3777102,tt5133128,tt6117088,tt3257538,tt4235644,tt5295670,tt2486880,tt3426262,tt6217112,tt2167791,tt2657160,,tt1859607,tt2265565,,tt1641410,tt1924283,,tt1411276,tt1701995,
850,tt7777196,,tt5960386,tt7537960,tt9283056,tt4777004,tt6097918,tt7286612,tt3777860,tt5133308,tt6118058,tt3257610,tt4238858,tt5297596,tt2488366,tt3426810,tt6423578,tt2169322,tt2658126,,tt1859650,tt2265641,,tt1641624,tt1924334,,tt1411762,tt1703048,
851,tt7778680,,tt5961314,tt7538958,tt9297754,tt4780578,tt6098486,tt7286908,tt3778354,tt5136060,tt6118258,tt3257638,tt4239726,tt5297654,tt2488778,tt3429014,tt6915176,tt2170228,tt2658428,,tt1860181,tt2266600,,tt1642191,tt1924354,,tt1412442,tt1703049,
852,tt7783966,,tt5963066,tt7542576,tt9301884,tt4786132,tt6098794,tt7288684,tt3779780,tt5136128,tt6118732,tt3259424,tt4242158,tt5300948,tt2490326,tt3429298,,tt2170499,tt2658768,,tt1860359,tt2266938,,tt1642194,tt1925421,,tt1412697,tt1703068,
853,tt7785866,,tt5966602,tt7543072,tt9307666,tt4788736,tt6099416,tt7291466,tt3780208,tt5137222,tt6120548,tt3262022,tt4242842,tt5304172,tt2492738,tt3429498,,tt2171118,tt2659190,,tt1861279,tt2268732,,tt1642261,tt1926214,,tt1413529,tt1703122,
854,tt7790894,,tt5968274,tt7543784,tt9310280,tt4792524,tt6099554,tt7293380,tt3784042,tt5140182,tt6120732,tt3262252,tt4246758,tt5304688,tt2495104,tt3431812,,tt2171454,tt2659374,,tt1861343,tt2270168,,tt1643222,tt1926246,,tt1414374,tt1703914,
855,tt7797962,,tt5969642,tt7543914,tt9334162,tt4795730,tt6100122,tt7294534,tt3793788,tt5141494,tt6121564,tt3264194,tt4246818,tt5305262,tt2496400,tt3432286,,tt2172061,tt2659414,,tt1863352,tt2271315,,tt1644503,tt1926310,,tt1415228,tt1703919,
856,tt7798644,,tt5973658,tt7543930,tt9339958,tt4797160,tt6101458,tt7294778,tt3794028,tt5143586,tt6122540,tt3266948,tt4246850,tt5309284,tt2496808,tt3433074,,tt2172085,tt2660332,,tt1864526,tt2271519,,tt1644655,tt1926313,,tt1415255,tt1703938,
857,tt7802246,,tt5974780,tt7545566,tt9341628,tt4797490,tt6103318,tt7295884,tt3794392,tt5143704,tt6126196,tt3268790,tt4246854,tt5311054,tt2496972,tt3433358,,tt2172985,tt2661382,,tt1864557,tt2271555,,tt1645074,tt1926992,,tt1415284,tt1703942,
858,tt7806430,,tt5980638,tt7546486,tt9343826,tt4801232,tt6103618,tt7296624,tt3797868,tt5144374,tt6126294,tt3270472,tt4246894,tt5318042,tt2497980,tt3433622,,tt2173768,tt2661578,,tt1865335,tt2271565,,tt1645080,tt1927006,,tt1417038,tt1704142,
859,tt7807036,,tt5981944,tt7547158,tt9369332,tt4801456,tt6103702,tt7296862,tt3799926,tt5145840,tt6126312,tt3273434,tt4247046,tt5321272,tt2498618,tt3433632,,tt2175669,tt2663744,,tt1865393,tt2271641,,tt1645126,tt1927025,,tt1417040,tt1704578,
860,tt7817568,,tt5985672,tt7548328,tt9378850,tt4807272,tt6104206,tt7297260,tt3806596,tt5147214,tt6126506,tt3274704,tt4247144,tt5331142,tt2504640,tt3435570,,tt2175987,tt2664080,,tt1865573,tt2271655,,tt1645141,tt1927035,,tt1417054,tt1705125,
861,tt7818580,,tt5987042,tt7548570,tt9389802,tt4807950,tt6104268,tt7297586,tt3818286,tt5151594,tt6127024,tt3275216,tt4247428,tt5331768,tt2504690,tt3435612,,tt2176786,tt2664258,,tt1866197,tt2271777,,tt1645186,tt1927077,,tt1417067,tt1705956,
862,tt7822438,,tt5989336,tt7549168,tt9396050,tt4815122,tt6105880,tt7297844,tt3823672,tt5152640,tt6128292,tt3276944,tt4247492,tt5339586,tt2505294,tt3437164,,tt2177336,tt2665182,,tt1866269,tt2272350,,tt1645187,tt1927165,,tt1417582,tt1706433,
863,tt7823906,,tt5990956,tt7549618,tt9402676,tt4817466,tt6106802,tt7297954,tt3824950,tt5153158,tt6128782,tt3278330,tt4248930,tt5344752,tt2505818,tt3437240,,tt2177629,tt2665470,,tt1866919,tt2273326,,tt1646225,tt1929373,,tt1418646,tt1706450,
864,tt7825208,,tt5993748,tt7550952,tt9408490,tt4823122,tt6107516,tt7297960,tt3827684,tt5154288,tt6128848,tt3278416,tt4250606,tt5355896,tt2505856,tt3438354,,tt2178256,tt2667690,,tt1866931,tt2273470,,tt1646922,tt1930308,,tt1418760,tt1706679,
865,tt7831358,,tt5994166,tt7555552,tt9415552,tt4823434,tt6108090,tt7297966,tt3828858,tt5154466,tt6129048,tt3280176,tt4253360,tt5364920,tt2506386,tt3438514,,tt2178470,tt2669766,,tt1867101,tt2273641,,tt1646981,tt1930371,,tt1418796,tt1708133,
866,tt7832848,,tt6009104,tt7555774,tt9426186,tt4827442,tt6109080,tt7301070,tt3829276,tt5154896,tt6129128,tt3281502,tt4254046,tt5365080,tt2506632,tt3439114,,tt2178927,tt2669832,,tt1869653,tt2273673,,tt1647477,tt1930434,,tt1421036,tt1708427,
867,tt7841536,,tt6010628,tt7557024,tt9459550,tt4827986,tt6112534,tt7308086,tt3829874,tt5156746,tt6129232,tt3281506,tt4255110,tt5370376,tt2509850,tt3439890,,tt2179027,tt2670016,,tt1870425,tt2274706,,tt1647479,tt1931421,,tt1421046,tt1708453,
868,tt7853636,,tt6012244,tt7558166,tt9460430,tt4828304,tt6115392,tt7308092,tt3830574,tt5156910,tt6129286,tt3282858,tt4255252,tt5377654,tt2510028,tt3442788,,tt2179035,tt2670226,,tt1870529,tt2275080,,tt1648093,tt1931470,,tt1421048,tt1708483,
869,tt7857076,,tt6013156,tt7562932,tt9471952,tt4828330,tt6117492,tt7309654,tt3832096,tt5157456,tt6129730,tt3283698,tt4255554,tt5389804,tt2510434,tt3444184,,tt2179116,tt2670454,,tt1871406,tt2275499,,tt1648099,tt1931544,,tt1422020,tt1708487,
870,tt7857374,,tt6014434,tt7566518,tt9472658,tt4830786,tt6117702,tt7309998,tt3835674,tt5158522,tt6130166,tt3284178,tt4255626,tt5392738,tt2512170,tt3445438,,tt2179226,tt2670524,,tt1872124,tt2275551,,tt1648154,tt1931601,,tt1422032,tt1708491,
871,tt7858472,,tt6020428,tt7568856,tt9490414,tt4832248,tt6119504,tt7312940,tt3836530,tt5159384,tt6132490,tt3286052,tt4257950,tt5420878,tt2512236,tt3446426,,tt2179804,tt2670824,,tt1872167,tt2275671,,tt1648201,tt1932695,,tt1422653,tt1708498,
872,tt7858496,,tt6020486,tt7571992,tt9495224,tt4834712,tt6121428,tt7320478,tt3838498,tt5160154,tt6133764,tt3288992,tt4258292,tt5449088,tt2514338,tt3446852,,tt2180295,tt2670830,,tt1872220,tt2275763,,tt1650028,tt1932708,,tt1422800,tt1708533,
873,tt7867360,,tt6022174,tt7575440,tt9497146,tt4835676,tt6121444,tt7321246,tt3838802,tt5160928,tt6135036,tt3289712,tt4264426,tt5453036,tt2514976,tt3447676,,tt2180423,tt2670946,,tt1872880,tt2275813,,tt1650056,tt1934231,,tt1423593,tt1709173,
